SRX6957431	TFs and others	FOXL2	Gonad	KGN	58957	50/145	147/256	-4.93022	-1.32655	0.600516
SRX8536094	TFs and others	GATA2	Blood	CD34+	3471	10/145	27/256	-0.549731	-0.33768	0.653895
SRX9005594	TFs and others	Epitope tags	Others	TM5	4830	10/145	27/256	-0.549731	-0.33768	0.653895
SRX014782	TFs and others	RARA	Blood	UPR9	5773	23/145	30/256	-0.548618	-0.336831	1.35356
SRX186611	TFs and others	CTCF	Lung	A549	37084	23/145	30/256	-0.548618	-0.336831	1.35356
SRX186660	TFs and others	CTCF	Blood	DND-41	42789	23/145	30/256	-0.548618	-0.336831	1.35356
SRX2513523	TFs and others	ESR1	Breast	MCF-7	11298	23/145	30/256	-0.548618	-0.336831	1.35356
SRX4679524	TFs and others	ATRX	Neural	SK-N-MM	5551	23/145	30/256	-0.548618	-0.336831	1.35356
SRX5323864	TFs and others	STAT3	Breast	MCF-7	3382	23/145	30/256	-0.548618	-0.336831	1.35356
SRX6175607	TFs and others	CTCF	Bone	A-673	49484	23/145	30/256	-0.548618	-0.336831	1.35356
SRX2355085	TFs and others	RELA	Cardiovascular	HAEC	26127	85/145	165/256	-0.547439	-0.335691	0.909509
SRX326886	TFs and others	GABPA	Prostate	VCaP	12505	49/145	101/256	-0.547173	-0.335462	0.856538
SRX5089379	TFs and others	ARID1A	Breast	MCF-7	19409	41/145	60/256	-0.546168	-0.334655	1.20644
SRX7214027	TFs and others	CREBBP	Epidermis	Keratinocytes	6617	41/145	60/256	-0.546168	-0.334655	1.20644
SRX150385	TFs and others	MAFK	Liver	Hep G2	61987	31/145	43/256	-0.546063	-0.334655	1.27281
SRX1514934	TFs and others	GFP	Kidney	293	16042	31/145	43/256	-0.546063	-0.334655	1.27281
SRX3584201	TFs and others	CEBPB	Gonad	Epididymis	33742	31/145	43/256	-0.546063	-0.334655	1.27281
SRX359409	TFs and others	CREBBP	Kidney	293	10317	31/145	43/256	-0.546063	-0.334655	1.27281
SRX4677291	TFs and others	FOXA2	Pancreas	CFPAC-1	13020	31/145	43/256	-0.546063	-0.334655	1.27281
SRX5577145	TFs and others	Epitope tags	Prostate	LNCAP	54295	31/145	43/256	-0.546063	-0.334655	1.27281
SRX190262	TFs and others	USF1	Neural	SK-N-SH	9016	42/145	61/256	-0.545372	-0.334039	1.2156
SRX2166886	TFs and others	BRD4	Neural	Retina	13455	42/145	61/256	-0.545372	-0.334039	1.2156
SRX096362	TFs and others	Epitope tags	Cardiovascular	HUVEC	27717	50/145	103/256	-0.54501	-0.333716	0.857047
ERX2869656	TFs and others	CTCF	Lung	A549	32522	17/145	21/256	-0.541316	-0.330247	1.42923
SRX100943	TFs and others	TCF7L2	Breast	MCF-7	6379	17/145	21/256	-0.541316	-0.330247	1.42923
SRX366794	TFs and others	BRD3	Blood	MM.1S	3376	17/145	21/256	-0.541316	-0.330247	1.42923
SRX3923525	TFs and others	FOXA1	Breast	ZR-75-1	19010	17/145	21/256	-0.541316	-0.330247	1.42923
SRX4493016	TFs and others	GFI1B	Blood	K-562	2983	17/145	21/256	-0.541316	-0.330247	1.42923
SRX5287693	TFs and others	TEAD4	Breast	T-47D	4119	17/145	21/256	-0.541316	-0.330247	1.42923
SRX3852898	TFs and others	NELFA	Blood	K-562	12018	52/145	107/256	-0.540532	-0.329817	0.858008
SRX1091542	TFs and others	EP300	Pluripotent stem cell	hESC derived neural crests	14614	33/145	71/256	-0.540023	-0.329817	0.820593
SRX103009	TFs and others	MYC	Blood	K-562	8472	23/145	53/256	-0.539487	-0.329817	0.766168
SRX1047416	TFs and others	SOX2	Pluripotent stem cell	hESC derived neural cells	33236	23/145	53/256	-0.539487	-0.329817	0.766168
SRX150411	TFs and others	SIN3A	Blood	GM12878	4864	23/145	53/256	-0.539487	-0.329817	0.766168
SRX190219	TFs and others	EP300	Neural	SK-N-SH	23781	52/145	106/256	-0.538892	-0.329817	0.866103
ERX1149076	TFs and others	CTCF	Unclassified	Unclassified	8788	8/145	8/256	-0.537687	-0.329817	1.76552
SRX023650	TFs and others	CCDC101	Uterus	HeLa	471	8/145	8/256	-0.537687	-0.329817	1.76552
SRX027907	TFs and others	NR3C1	Uterus	HeLa	348	8/145	8/256	-0.537687	-0.329817	1.76552
SRX028589	TFs and others	SETDB1	Blood	K-562	1092	8/145	8/256	-0.537687	-0.329817	1.76552
SRX055348	TFs and others	CBX3	Digestive tract	HCT 116	1093	8/145	8/256	-0.537687	-0.329817	1.76552
SRX096347	TFs and others	CTNNB1	Digestive tract	LS-180	880	8/145	8/256	-0.537687	-0.329817	1.76552
SRX097090	TFs and others	SMAD1	Blood	K-562	358	8/145	8/256	-0.537687	-0.329817	1.76552
SRX10030481	TFs and others	AR	Prostate	LNCAP	663	8/145	8/256	-0.537687	-0.329817	1.76552
SRX10365516	TFs and others	RAC1	Breast	MCF-7	1768	8/145	8/256	-0.537687	-0.329817	1.76552
SRX1058804	TFs and others	BRD4	Adipocyte	SGBS	1787	8/145	8/256	-0.537687	-0.329817	1.76552
SRX1091038	TFs and others	ARNTL	Blood	THP-1	803	8/145	8/256	-0.537687	-0.329817	1.76552
SRX1094496	TFs and others	BRD4	Others	TC-797	1425	8/145	8/256	-0.537687	-0.329817	1.76552
SRX113579	TFs and others	RNF2	Kidney	293	647	8/145	8/256	-0.537687	-0.329817	1.76552
SRX116418	TFs and others	CHD7	Blood	K-562	459	8/145	8/256	-0.537687	-0.329817	1.76552
SRX1272805	TFs and others	BRD4	Digestive tract	LS-180	679	8/145	8/256	-0.537687	-0.329817	1.76552
SRX130604	TFs and others	NCOR1	Blood	OCI-LY1	2466	8/145	8/256	-0.537687	-0.329817	1.76552
SRX1318620	TFs and others	SIX1	Kidney	Kidney Cortex	553	8/145	8/256	-0.537687	-0.329817	1.76552
SRX176049	TFs and others	AR	Prostate	C4-2	1108	8/145	8/256	-0.537687	-0.329817	1.76552
SRX186685	TFs and others	EZH2	Epidermis	NHEK	4408	8/145	8/256	-0.537687	-0.329817	1.76552
SRX186772	TFs and others	EZH2	Blood	K-562	443	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2140209	TFs and others	HDAC3	Blood	MM.1S	1572	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2353647	TFs and others	AR	Prostate	LNCAP	25242	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2378690	TFs and others	AHR	Breast	MCF-7	1885	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2548280	TFs and others	IRF4	Blood	ST1	2410	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2731775	TFs and others	CTCF	Neural	Neuroblastoma	6822	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2731778	TFs and others	CTCF	Neural	Neuroblastoma	5097	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2793578	TFs and others	RB1	Breast	MCF-7	1296	8/145	8/256	-0.537687	-0.329817	1.76552
SRX2900586	TFs and others	NR3C1	Blood	THP-1	5631	8/145	8/256	-0.537687	-0.329817	1.76552
SRX3020563	TFs and others	PHIP	Digestive tract	HCT 116	551	8/145	8/256	-0.537687	-0.329817	1.76552
SRX3098187	TFs and others	MECOM	Blood	SKH1	1096	8/145	8/256	-0.537687	-0.329817	1.76552
SRX3135181	TFs and others	BCL6	Blood	OCI-LY1	1144	8/145	8/256	-0.537687	-0.329817	1.76552
SRX3638910	TFs and others	RELA	Bone	U2OS	1067	8/145	8/256	-0.537687	-0.329817	1.76552
SRX3768737	TFs and others	MLLT3	Blood	CD34 Hematopoietic stem cells	337	8/145	8/256	-0.537687	-0.329817	1.76552
SRX381502	TFs and others	Epitope tags	Blood	B cells	5859	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4038241	TFs and others	PATZ1	Liver	Hep G2	2274	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4108914	TFs and others	AR	Prostate	LNCAP	26856	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4192959	TFs and others	SMC1A	Breast	MCF-7	5581	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4212595	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	451	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4451210	TFs and others	ESR1	Breast	MCF-7	941	8/145	8/256	-0.537687	-0.329817	1.76552
SRX448953	TFs and others	BRD4	Blood	DND-41	1588	8/145	8/256	-0.537687	-0.329817	1.76552
SRX471849	TFs and others	AR	Prostate	VCaP	19084	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4931232	TFs and others	KMT2A	Kidney	293	1241	8/145	8/256	-0.537687	-0.329817	1.76552
SRX4931269	TFs and others	KMT2A	Kidney	293	1363	8/145	8/256	-0.537687	-0.329817	1.76552
SRX5514021	TFs and others	JUN	Uterus	Uterin leiomyoma	705	8/145	8/256	-0.537687	-0.329817	1.76552
SRX5514033	TFs and others	CDK8	Uterus	Uterin leiomyoma	314	8/145	8/256	-0.537687	-0.329817	1.76552
SRX5803016	TFs and others	POLR3C	Kidney	293	1770	8/145	8/256	-0.537687	-0.329817	1.76552
SRX5974512	TFs and others	CTCF	Blood	K-562	10007	8/145	8/256	-0.537687	-0.329817	1.76552
SRX6614742	TFs and others	RAD21	Lung	IMR-90	8213	8/145	8/256	-0.537687	-0.329817	1.76552
SRX6743052	TFs and others	SMARCA4	Prostate	VCaP	44937	8/145	8/256	-0.537687	-0.329817	1.76552
SRX702041	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	9335	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7175126	TFs and others	FOXA1	Digestive tract	LS-180	2132	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7202543	TFs and others	CTCF	Uterus	HEC-1-B	14117	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7202544	TFs and others	CTCF	Uterus	HEC-1-B	8594	8/145	8/256	-0.537687	-0.329817	1.76552
SRX748426	TFs and others	HNF4A	Digestive tract	HCT 116	599	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7551109	TFs and others	MRE11A	Uterus	HeLa	1183	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7572097	TFs and others	MYC	Pancreas	MIA Paca-2	947	8/145	8/256	-0.537687	-0.329817	1.76552
SRX7898176	TFs and others	QRICH1	Digestive tract	HT-29	2045	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8299777	TFs and others	CDC73	Blood	K-562	1497	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8299859	TFs and others	CTR9	Bone	U2OS	526	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8406323	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	10024	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8406482	TFs and others	FOXA1	Prostate	Prostate	1878	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8453149	TFs and others	FOXA1	Blood	Lymph Nodes	2472	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8453150	TFs and others	FOXA1	Liver	Liver	4018	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8520807	TFs and others	NR3C1	Breast	MDA-MB-361	1773	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8699664	TFs and others	PPP2R1A	Digestive tract	DLD-1	558	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8699670	TFs and others	PPP2CA	Digestive tract	DLD-1	535	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8976681	TFs and others	NCOR2	Digestive tract	KYSE-410	377	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8976682	TFs and others	NCOR2	Digestive tract	KYSE-410	816	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8976683	TFs and others	NCOR2	Digestive tract	KYSE-410	824	8/145	8/256	-0.537687	-0.329817	1.76552
SRX8984313	TFs and others	FLI1	Bone	A-673	3490	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9046310	TFs and others	ETS1	Blood	THP-1	656	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9433100	TFs and others	CTR9	Bone	U2OS	439	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9498742	TFs and others	KAT2A	Blood	K-562	644	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9556507	TFs and others	GATA3	Breast	MDA-MB-231	1339	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9628170	TFs and others	NR3C1	Kidney	293	8093	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9671289	TFs and others	CCNT1	Blood	K-562	616	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9683842	TFs and others	NR3C1	Adipocyte	Adipocytes	2003	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9683844	TFs and others	NR3C1	Adipocyte	Adipocytes	1972	8/145	8/256	-0.537687	-0.329817	1.76552
SRX9683848	TFs and others	NR3C1	Adipocyte	Adipocytes	2111	8/145	8/256	-0.537687	-0.329817	1.76552
SRX5234505	TFs and others	SMARCC1	Kidney	TTC1240	31168	53/145	108/256	-0.537551	-0.329718	0.866411
SRX3279750	TFs and others	IRF4	Blood	CD4+ T cells	1649	16/145	39/256	-0.536462	-0.328742	0.724315
SRX8841631	TFs and others	RAD21	Blood	Lymphoblasts	16815	16/145	39/256	-0.536462	-0.328742	0.724315
SRX9741170	TFs and others	ATF4	Blood	MV-4-11	27040	16/145	39/256	-0.536462	-0.328742	0.724315
SRX1787657	TFs and others	GRHL2	Breast	MCF-7	22540	23/145	31/256	-0.535975	-0.328408	1.3099
SRX5089380	TFs and others	ARID1A	Breast	MCF-7	9034	23/145	31/256	-0.535975	-0.328408	1.3099
SRX8602209	TFs and others	IRF4	Blood	U-266	3597	23/145	31/256	-0.535975	-0.328408	1.3099
SRX8616852	TFs and others	JUNB	Lung	A549	2350	23/145	31/256	-0.535975	-0.328408	1.3099
SRX8536121	TFs and others	NFYB	Blood	HUDEP-2	6206	65/145	100/256	-0.535867	-0.328408	1.14759
SRX3102569	TFs and others	TP53	Digestive tract	SW 480	24841	80/145	156/256	-0.535867	-0.328408	0.905393
SRX8970972	TFs and others	MCM7	Others	Squamous cell carcinoma 	28105	80/145	156/256	-0.535867	-0.328408	0.905393
SRX3734319	TFs and others	TP63	Breast	Mammary glands	32922	34/145	73/256	-0.534812	-0.327391	0.822296
SRX186618	TFs and others	MAZ	Lung	IMR-90	18778	81/145	157/256	-0.534684	-0.3273	0.910872
SRX3931054	TFs and others	FOXA1	Breast	MCF-7	32397	32/145	45/256	-0.533923	-0.326821	1.25548
SRX1058479	TFs and others	MAX	Epidermis	MKL-1	26543	56/145	114/256	-0.533156	-0.326821	0.867272
SRX5576989	TFs and others	CREB1	Lung	A549	19952	90/145	145/256	-0.531748	-0.326821	1.09584
DRX021118	TFs and others	MBD1	Digestive tract	HCT 116	11430	5/145	4/256	-0.531492	-0.326821	2.2069
ERX1149098	TFs and others	CTCF	Unclassified	Unclassified	11647	5/145	4/256	-0.531492	-0.326821	2.2069
ERX181466	TFs and others	TP53	Bone	Saos-2	935	5/145	4/256	-0.531492	-0.326821	2.2069
ERX2242409	TFs and others	ARID1A	Breast	Mammary epithelial cells	240	5/145	4/256	-0.531492	-0.326821	2.2069
ERX2242414	TFs and others	ARID1A	Breast	Mammary epithelial cells	232	5/145	4/256	-0.531492	-0.326821	2.2069
SRX017326	TFs and others	ZNF711	Neural	SH-SY5Y	189	5/145	4/256	-0.531492	-0.326821	2.2069
SRX018627	TFs and others	HNF4G	Liver	Hep G2	145	5/145	4/256	-0.531492	-0.326821	2.2069
SRX022574	TFs and others	ERG	Prostate	LNCAP	112	5/145	4/256	-0.531492	-0.326821	2.2069
SRX027904	TFs and others	NR3C1	Uterus	HeLa	178	5/145	4/256	-0.531492	-0.326821	2.2069
SRX064489	TFs and others	SMAD2	Pluripotent stem cell	hESC derived mesendodermal cells	374	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1012595	TFs and others	ESR1	Breast	T-47D	1443	5/145	4/256	-0.531492	-0.326821	2.2069
SRX103445	TFs and others	BRD4	Blood	CD4+ T cells	776	5/145	4/256	-0.531492	-0.326821	2.2069
SRX131372	TFs and others	NOS2	Epidermis	MDAH087	349	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1360984	TFs and others	BRD4	Lung	IMR-90	1002	5/145	4/256	-0.531492	-0.326821	2.2069
SRX144726	TFs and others	BrdU	Uterus	HeLa	331	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1460238	TFs and others	BRD4	Blood	LP-1	359	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1491263	TFs and others	BRD4	Blood	GEN2.2	700	5/145	4/256	-0.531492	-0.326821	2.2069
SRX149704	TFs and others	BMI1	Kidney	293	388	5/145	4/256	-0.531492	-0.326821	2.2069
SRX149707	TFs and others	SCML2	Kidney	293	246	5/145	4/256	-0.531492	-0.326821	2.2069
SRX149710	TFs and others	Epitope tags	Kidney	293	306	5/145	4/256	-0.531492	-0.326821	2.2069
SRX155748	TFs and others	HSF1	Breast	MCF-7	153	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1652873	TFs and others	POU2AF1	Blood	HBL-1	497	5/145	4/256	-0.531492	-0.326821	2.2069
SRX1819614	TFs and others	ZMYND8	Prostate	DU 145	122	5/145	4/256	-0.531492	-0.326821	2.2069
SRX2346891	TFs and others	HIF1A	Cardiovascular	HUVEC	83	5/145	4/256	-0.531492	-0.326821	2.2069
SRX2349631	TFs and others	LMNB1	Blood	BL-2	200	5/145	4/256	-0.531492	-0.326821	2.2069
SRX235055	TFs and others	CRY1	Bone	U2OS	1404	5/145	4/256	-0.531492	-0.326821	2.2069
SRX2442523	TFs and others	CUX1	Blood	K-562	332	5/145	4/256	-0.531492	-0.326821	2.2069
SRX2452447	TFs and others	MYC	Cardiovascular	HUVEC	333	5/145	4/256	-0.531492	-0.326821	2.2069
SRX3235584	TFs and others	FANCD2	Bone	U2OS	578	5/145	4/256	-0.531492	-0.326821	2.2069
SRX3437462	TFs and others	NRF1	Uterus	HeLa	1438	5/145	4/256	-0.531492	-0.326821	2.2069
SRX346922	TFs and others	MITF	Epidermis	Melanocytes	166	5/145	4/256	-0.531492	-0.326821	2.2069
SRX359893	TFs and others	HOXA5	Digestive tract	LoVo	67	5/145	4/256	-0.531492	-0.326821	2.2069
SRX359959	TFs and others	STAT5A	Digestive tract	LoVo	326	5/145	4/256	-0.531492	-0.326821	2.2069
SRX360594	TFs and others	RFX2	Digestive tract	GP5d	51	5/145	4/256	-0.531492	-0.326821	2.2069
SRX392803	TFs and others	REST	Blood	Jurkat	3589	5/145	4/256	-0.531492	-0.326821	2.2069
SRX3942989	TFs and others	ZNF341	Blood	PBMC	890	5/145	4/256	-0.531492	-0.326821	2.2069
SRX4001483	TFs and others	BRD2	Lung	NCI-H23	4542	5/145	4/256	-0.531492	-0.326821	2.2069
SRX4096891	TFs and others	TRPS1	Breast	SUM 159PT	3449	5/145	4/256	-0.531492	-0.326821	2.2069
SRX4405899	TFs and others	POU5F1	Pluripotent stem cell	hESC H9	355	5/145	4/256	-0.531492	-0.326821	2.2069
SRX4708063	TFs and others	SRSF4	Blood	K-562	565	5/145	4/256	-0.531492	-0.326821	2.2069
SRX490263	TFs and others	TP53	Epidermis	BJ	497	5/145	4/256	-0.531492	-0.326821	2.2069
SRX4994042	TFs and others	Epitope tags	Kidney	293	417	5/145	4/256	-0.531492	-0.326821	2.2069
SRX5556898	TFs and others	LEO1	Kidney	293	150	5/145	4/256	-0.531492	-0.326821	2.2069
SRX5600906	TFs and others	THRA	Neural	Prefrontal Cortex	307	5/145	4/256	-0.531492	-0.326821	2.2069
SRX6039037	TFs and others	RARA	Pluripotent stem cell	iPS derived chondrocytes	2812	5/145	4/256	-0.531492	-0.326821	2.2069
SRX6370188	TFs and others	CBX7	Pluripotent stem cell	NT2-D1	5201	5/145	4/256	-0.531492	-0.326821	2.2069
SRX6614769	TFs and others	SMC3	Lung	IMR-90	1340	5/145	4/256	-0.531492	-0.326821	2.2069
SRX6748241	TFs and others	AR	Prostate	Prostate cancer	1149	5/145	4/256	-0.531492	-0.326821	2.2069
SRX6800706	TFs and others	JUN	Blood	CAR-T cells	632	5/145	4/256	-0.531492	-0.326821	2.2069
SRX702114	TFs and others	SRF	Pluripotent stem cell	hESC derived mesendodermal cells	8898	5/145	4/256	-0.531492	-0.326821	2.2069
SRX7202545	TFs and others	RAD21	Uterus	HEC-1-B	4554	5/145	4/256	-0.531492	-0.326821	2.2069
SRX7299248	TFs and others	EP300	Kidney	WT 9-12	224	5/145	4/256	-0.531492	-0.326821	2.2069
SRX7299258	TFs and others	EP300	Kidney	WT 9-12	174	5/145	4/256	-0.531492	-0.326821	2.2069
SRX731134	TFs and others	YAP1	Liver	CC-LP-1	139	5/145	4/256	-0.531492	-0.326821	2.2069
SRX758615	TFs and others	FOXP1	Blood	OCI-LY-10	2114	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8018229	TFs and others	CPSF3	Kidney	293	219	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8064823	TFs and others	HDAC2	Blood	Lymphoblastoid cell line	7041	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8406322	TFs and others	HOXB13	Prostate	Prostatic Neoplasms, Castration-Resistant	4278	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8406492	TFs and others	FOXA1	Prostate	Prostate	586	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8616378	TFs and others	BRD2	Blood	BCBL1	545	5/145	4/256	-0.531492	-0.326821	2.2069
SRX8616860	TFs and others	JUND	Lung	A549	202	5/145	4/256	-0.531492	-0.326821	2.2069
SRX9135097	TFs and others	AR	Prostate	VCaP	26375	5/145	4/256	-0.531492	-0.326821	2.2069
SRX959102	TFs and others	NR3C1	Blood	NALM-6	1403	5/145	4/256	-0.531492	-0.326821	2.2069
SRX9673823	TFs and others	BCOR	Kidney	293	490	5/145	4/256	-0.531492	-0.326821	2.2069
SRX100587	TFs and others	EP300	Pluripotent stem cell	hESC H1	6469	24/145	32/256	-0.530936	-0.326821	1.32414
SRX1012631	TFs and others	ESR1	Breast	MCF-7	15063	24/145	32/256	-0.530936	-0.326821	1.32414
SRX1012653	TFs and others	PGR	Breast	MCF-7	10860	24/145	32/256	-0.530936	-0.326821	1.32414
SRX1156541	TFs and others	SMARCA4	Breast	MDA-MB-231	22111	24/145	32/256	-0.530936	-0.326821	1.32414
SRX3230395	TFs and others	PAXIP1	Liver	Hep G2	9583	24/145	32/256	-0.530936	-0.326821	1.32414
SRX3931082	TFs and others	FOXA1	Breast	MCF-7	18981	24/145	32/256	-0.530936	-0.326821	1.32414
SRX5089459	TFs and others	ESR1	Breast	MCF-7	10386	24/145	32/256	-0.530936	-0.326821	1.32414
SRX6860695	TFs and others	FOXA1	Breast	T-47D	22841	24/145	32/256	-0.530936	-0.326821	1.32414
ERX1149110	TFs and others	CTCF	Blood	MEG-01	36151	12/145	14/256	-0.529889	-0.326821	1.5133
SRX027273	TFs and others	SMARCC2	Uterus	HeLa	439	12/145	14/256	-0.529889	-0.326821	1.5133
SRX10119150	TFs and others	CREBBP	Blood	MV-4-11	1130	12/145	14/256	-0.529889	-0.326821	1.5133
SRX10333913	TFs and others	NELFA	Digestive tract	DLD-1	2816	12/145	14/256	-0.529889	-0.326821	1.5133
SRX1041800	TFs and others	RUNX1	Blood	Jurkat	7021	12/145	14/256	-0.529889	-0.326821	1.5133
SRX10656915	TFs and others	CTCF	Blood	K-562	11559	12/145	14/256	-0.529889	-0.326821	1.5133
SRX10760641	TFs and others	EP300	Blood	MM.1S	4159	12/145	14/256	-0.529889	-0.326821	1.5133
SRX1091824	TFs and others	CTCF	Breast	MCF-7	46178	12/145	14/256	-0.529889	-0.326821	1.5133
SRX112545	TFs and others	RUNX1	Blood	Kasumi-1	4951	12/145	14/256	-0.529889	-0.326821	1.5133
SRX150715	TFs and others	NRF1	Uterus	HeLa	1881	12/145	14/256	-0.529889	-0.326821	1.5133
SRX199891	TFs and others	CTCF	Breast	MCF-7	33533	12/145	14/256	-0.529889	-0.326821	1.5133
SRX203388	TFs and others	BRD4	Blood	Plasma Cells	4499	12/145	14/256	-0.529889	-0.326821	1.5133
SRX261273	TFs and others	ESR1	Breast	MCF-7	14728	12/145	14/256	-0.529889	-0.326821	1.5133
SRX2943597	TFs and others	ESR1	Breast	MCF-7	3008	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3110775	TFs and others	SMC3	Uterus	HeLa	11106	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3229164	TFs and others	ESR1	Breast	Breast cancer	1249	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3229181	TFs and others	FOXA1	Breast	Breast cancer	2936	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3288569	TFs and others	KLF4	Pluripotent stem cell	hESC H9	1607	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3372020	TFs and others	ETV1	Digestive tract	GIST48	4963	12/145	14/256	-0.529889	-0.326821	1.5133
SRX3722705	TFs and others	ESR1	Breast	Breast cancer cells	22697	12/145	14/256	-0.529889	-0.326821	1.5133
SRX4958392	TFs and others	CTCF	Kidney	293	35052	12/145	14/256	-0.529889	-0.326821	1.5133
SRX5251431	TFs and others	ESR1	Breast	T-47D	3385	12/145	14/256	-0.529889	-0.326821	1.5133
SRX5574389	TFs and others	SPI1	Blood	THP-1	28428	12/145	14/256	-0.529889	-0.326821	1.5133
SRX647365	TFs and others	ESR1	Breast	MCF 10A	1879	12/145	14/256	-0.529889	-0.326821	1.5133
SRX6680391	TFs and others	CTCF	Bone	HT-1080	13007	12/145	14/256	-0.529889	-0.326821	1.5133
SRX751300	TFs and others	MED1	Adipocyte	Adipose-Derived Mesenchymal Stem Cells	8536	12/145	14/256	-0.529889	-0.326821	1.5133
SRX8080561	TFs and others	Epitope tags	Breast	Mammary gland adenocarcinoma	8104	12/145	14/256	-0.529889	-0.326821	1.5133
SRX8406525	TFs and others	FOXA1	Prostate	Prostatic Neoplasms, Castration-Resistant	20547	12/145	14/256	-0.529889	-0.326821	1.5133
SRX9498736	TFs and others	GTF2A2	Blood	K-562	1415	12/145	14/256	-0.529889	-0.326821	1.5133
SRX9005596	TFs and others	Epitope tags	Others	TM5	104760	87/145	139/256	-0.529806	-0.326821	1.10504
