SRX2207918	TFs and others	ATF3	Epidermis	CS1AN	30101	290/344	189/299	-9.03666	-4.91946	1.33367
SRX4394541	TFs and others	CEBPB	Blood	JB6	41327	98/344	95/299	-0.41027	-0.0502002	0.896634
SRX261273	TFs and others	ESR1	Breast	MCF-7	14728	25/344	28/299	-0.410189	-0.0502002	0.776059
SRX4708075	TFs and others	PCBP1	Blood	K-562	2771	25/344	28/299	-0.410189	-0.0502002	0.776059
SRX595692	TFs and others	FOXA1	Prostate	LNCAP	21167	25/344	28/299	-0.410189	-0.0502002	0.776059
SRX6748246	TFs and others	FOXA1	Prostate	Prostate cancer	18772	25/344	28/299	-0.410189	-0.0502002	0.776059
SRX4931234	TFs and others	KMT2D	Kidney	293	3264	51/344	52/299	-0.408741	-0.0502002	0.852471
SRX7054668	TFs and others	RELA	Cardiovascular	HAEC	11424	51/344	52/299	-0.408741	-0.0502002	0.852471
SRX4451217	TFs and others	ESR1	Breast	MCF-7	11273	22/344	14/299	-0.406258	-0.0502002	1.36586
SRX668348	TFs and others	GFP	Kidney	293	1610	22/344	14/299	-0.406258	-0.0502002	1.36586
SRX6977270	TFs and others	LIN28B	Neural	BE(2)-C	1932	22/344	14/299	-0.406258	-0.0502002	1.36586
SRX8841621	TFs and others	CTCF	Blood	Lymphoblasts	4609	22/344	14/299	-0.406258	-0.0502002	1.36586
SRX080427	TFs and others	CTCF	Blood	GM12875	30263	101/344	98/299	-0.406173	-0.0502002	0.895794
SRX111778	TFs and others	CTCF	Blood	GM12866	28372	101/344	98/299	-0.406173	-0.0502002	0.895794
SRX9206193	TFs and others	KDM6A	Digestive tract	HCT 116	4800	82/344	62/299	-0.405082	-0.0502002	1.14957
SRX3644356	TFs and others	FOXA2	Epidermis	BJ	54610	72/344	71/299	-0.404225	-0.0502002	0.881428
SRX2436030	TFs and others	OTX2	Neural	D341 Med	32612	61/344	45/299	-0.403799	-0.0502002	1.17823
SRX7894794	TFs and others	ETS1	Blood	CD4+ T cells	4261	61/344	45/299	-0.403799	-0.0502002	1.17823
SRX1304827	TFs and others	MED26	Bone	U2OS	3003	45/344	32/299	-0.403648	-0.0502002	1.22229
SRX186641	TFs and others	SAP30	Blood	K-562	3255	45/344	32/299	-0.403648	-0.0502002	1.22229
SRX4046314	TFs and others	CXXC1	Blood	Lymphoblastoid cell line	3382	45/344	32/299	-0.403648	-0.0502002	1.22229
SRX8570920	TFs and others	HAP1	Blood	KBM-7	36907	103/344	99/299	-0.402703	-0.0502002	0.904305
SRX316368	TFs and others	SUMO2	Kidney	293	7209	32/344	22/299	-0.40247	-0.0502002	1.26427
SRX4708071	TFs and others	HNRNPL	Blood	K-562	2448	32/344	22/299	-0.40247	-0.0502002	1.26427
SRX9628173	TFs and others	NR3C1	Kidney	293	11071	32/344	22/299	-0.40247	-0.0502002	1.26427
SRX015825	TFs and others	ETS1	Blood	Jurkat (Clone E6-1)	5812	83/344	63/299	-0.402425	-0.0502002	1.14512
SRX1744956	TFs and others	CTCF	Blood	THP-1	21060	73/344	72/299	-0.402258	-0.0502002	0.881258
SRX356480	TFs and others	STAG1	Blood	GM12878	27017	73/344	72/299	-0.402258	-0.0502002	0.881258
SRX10119366	TFs and others	YAP1	Breast	MCF 10A	5445	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX1497383	TFs and others	BRD4	Blood	RAJI	1626	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX1885175	TFs and others	AR	Prostate	LNCAP	7866	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX248935	TFs and others	RUNX1	Blood	CD34+	2625	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX2555287	TFs and others	PHOX2B	Neural	BE(2)-C	10410	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX266863	TFs and others	NANOG	Pluripotent stem cell	hESC HUES64	9252	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX2900150	TFs and others	KMT2C	Breast	CAL-51	2059	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX2900586	TFs and others	NR3C1	Blood	THP-1	5631	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX2912067	TFs and others	ESR1	Breast	MCF-7	918	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX4155669	TFs and others	SMC1A	Neural	KELLY	4701	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX4235880	TFs and others	TP53	Digestive tract	SW 480	4819	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX5089383	TFs and others	ARID1A	Breast	MCF-7	7209	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX5525780	TFs and others	MYCN	Neural	SH-EP	2023	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX5734998	TFs and others	GFP	Breast	MCF 10A	12894	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX8536093	TFs and others	GATA2	Blood	CD34+	4451	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX9071225	TFs and others	BRD4	Blood	SEM	1453	10/344	13/299	-0.402053	-0.0502002	0.668605
SRX3990992	TFs and others	PGR	Breast	T-47D	12203	53/344	54/299	-0.401791	-0.0502002	0.85309
SRX7054662	TFs and others	RELA	Cardiovascular	HAEC	16040	53/344	54/299	-0.401791	-0.0502002	0.85309
SRX10365532	TFs and others	ESR1	Breast	MCF-7	20957	26/344	29/299	-0.401644	-0.0502002	0.77927
SRX2355057	TFs and others	CEBPD	Cardiovascular	HAEC	7663	26/344	29/299	-0.401644	-0.0502002	0.77927
SRX5323823	TFs and others	FOXA1	Breast	T-47D	9425	26/344	29/299	-0.401644	-0.0502002	0.77927
SRX644408	TFs and others	GABPA	Prostate	DU 145	1971	26/344	29/299	-0.401644	-0.0502002	0.77927
SRX1044411	TFs and others	JUN	Breast	MDA-MB-231	6655	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX3366958	TFs and others	HOXB13	Prostate	LNCAP	15466	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX3841272	TFs and others	PYGO2	Uterus	HeLa	7124	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX4212578	TFs and others	EZH2	Blood	Peripheral blood mononuclear cells	2495	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX5195732	TFs and others	SMARCA4	Uterus	Endometrial epithelial cells	1941	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX5346121	TFs and others	MYC	Blood	RAMOS	2577	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX5527655	TFs and others	ERG	Cardiovascular	HAEC	4115	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX6824684	TFs and others	MYOD1	Muscle	Rhabdomyosarcoma	5130	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX8380647	TFs and others	ESR1	Bone	U2OS	7612	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX8616985	TFs and others	ESR1	Breast	STG195	5234	17/344	20/299	-0.401029	-0.0502002	0.738808
SRX083220	TFs and others	FOXA1	Prostate	LNCAP	4447	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX1012743	TFs and others	ESR1	Breast	MCF-7	1960	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX10357211	TFs and others	ARNT	Uterus	HeLa	1575	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX259611	TFs and others	RUNX1	Blood	Kasumi-1	2995	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX3285553	TFs and others	ESR1	Breast	C49R	1917	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX3592685	TFs and others	SMAD2	Pluripotent stem cell	hESC HUES8	485	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX392794	TFs and others	REST	Blood	Jurkat	2434	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX4650906	TFs and others	RNF2	Kidney	293	782	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX4650971	TFs and others	SUZ12	Kidney	293	747	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX5426126	TFs and others	SUZ12	Pluripotent stem cell	NT2-D1	811	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX5444530	TFs and others	KMT2A	Blood	RS 411	1004	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX553665	TFs and others	TRIM28	Pluripotent stem cell	hESC H1	8253	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX5771379	TFs and others	SUPT6H	Digestive tract	HCT 116	760	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX595685	TFs and others	AR	Prostate	LNCAP	5028	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX6780875	TFs and others	CRTC1	Pluripotent stem cell	iPS derived neural cells	1022	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX702132	TFs and others	TCF4	Pluripotent stem cell	hESC HUES64	2422	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX7175126	TFs and others	FOXA1	Digestive tract	LS-180	2132	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX7677740	TFs and others	XRN2	Digestive tract	DLD-1	805	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX7785391	TFs and others	Epitope tags	Blood	Jurkat	1808	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX7971781	TFs and others	STAT3	Blood	Th2 Cells	1866	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX8406457	TFs and others	AR	Prostate	Prostatic Neoplasms, Castration-Resistant	5369	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX8432584	TFs and others	TBP	Pluripotent stem cell	iPS cells	986	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX9281789	TFs and others	SUZ12	Kidney	293	609	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX9468675	TFs and others	Epitope tags	Prostate	LNCAP	4209	8/344	4/299	-0.400682	-0.0502002	1.73837
SRX10119369	TFs and others	WWTR1	Breast	MCF 10A	10656	38/344	40/299	-0.400523	-0.0502002	0.825727
SRX203388	TFs and others	BRD4	Blood	Plasma Cells	4499	38/344	40/299	-0.400523	-0.0502002	0.825727
SRX5574367	TFs and others	SPI1	Blood	Dendritic Cells	15290	38/344	40/299	-0.400523	-0.0502002	0.825727
SRX6854827	TFs and others	Epitope tags	Epidermis	501A	24632	38/344	40/299	-0.400523	-0.0502002	0.825727
SRX1674506	TFs and others	MBD3	Uterus	HeLa	35004	270/344	226/299	-0.400255	-0.0502002	1.03841
SRX190207	TFs and others	ELF1	Neural	SK-N-SH	9463	116/344	91/299	-0.400189	-0.0502002	1.10797
SRX356764	TFs and others	STAG1	Blood	Lymphoblastoid cell line	32465	107/344	103/299	-0.398589	-0.0502002	0.902941
SRX433197	TFs and others	AR	Prostate	PC-3	26433	54/344	55/299	-0.398319	-0.0502002	0.853383
SRX199871	TFs and others	CTCF	Blood	NB-4	29158	75/344	74/299	-0.398218	-0.0502002	0.880932
SRX8570945	TFs and others	HAP1	Blood	KBM-7	31054	75/344	74/299	-0.398218	-0.0502002	0.880932
DRX059637	TFs and others	MLLT6	Kidney	293	1436	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX1011299	TFs and others	TEAD4	Liver	HuCCT1	3995	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX10119374	TFs and others	TEAD1	Breast	MCF 10A	3043	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX1012679	TFs and others	ESR1	Breast	MCF-7	4323	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX1424883	TFs and others	AFF1	Blood	SEM	950	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX1885173	TFs and others	AR	Prostate	LNCAP	6014	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX1885174	TFs and others	AR	Prostate	LNCAP	6507	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX2355070	TFs and others	IRF1	Cardiovascular	HAEC	671	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX2368898	TFs and others	FOXA2	Epidermis	BJ	5002	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX2550935	TFs and others	MYCN	Neural	NB-1643	3147	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3229179	TFs and others	FOXA1	Breast	Breast cancer	3069	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3229181	TFs and others	FOXA1	Breast	Breast cancer	2936	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3229190	TFs and others	PGR	Breast	Breast cancer	4583	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3244993	TFs and others	CEBPB	Blood	Macrophages	3705	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3401284	TFs and others	TRPS1	Breast	T-47D	3099	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX361886	TFs and others	RAD21	Digestive tract	LoVo	3285	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX3734320	TFs and others	TP53	Breast	Mammary glands	2270	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX4170707	TFs and others	WDR5	Blood	K-562	1303	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX4170709	TFs and others	WDR5	Blood	K-562	1302	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5089441	TFs and others	SMARCB1	Breast	MCF-7	4183	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5089527	TFs and others	SMARCA4	Breast	MCF-7	1412	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5342366	TFs and others	FOXL2	Gonad	SVOG-3e	4025	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5486430	TFs and others	ZIC5	Digestive tract	HCT 116	878	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5534843	TFs and others	ESR1	Breast	MCF-7	3201	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX5887618	TFs and others	YAP1	Lung	PC-9	1809	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX682387	TFs and others	LYL1	Blood	TSU-1621MT	2983	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX732509	TFs and others	KDM3A	Blood	Jurkat	6080	5/344	8/299	-0.397339	-0.0502002	0.543241
SRX9604650	TFs and others	FOXA1	Prostate	LNCAP	80325	109/344	105/299	-0.396287	-0.0502002	0.902298
SRX1514979	TFs and others	GFP	Kidney	293	51888	268/344	224/299	-0.396149	-0.0502002	1.03992
SRX5574467	TFs and others	FLI1	Blood	CTV-1	17132	76/344	75/299	-0.396149	-0.0502002	0.880775
SRX5124839	TFs and others	FOXA1	Prostate	22Rv1	18949	39/344	41/299	-0.395411	-0.0502002	0.826787
SRX017912	TFs and others	RELA	Blood	GM12891	13828	55/344	56/299	-0.394853	-0.0502002	0.853665
SRX2207670	TFs and others	RBPJ	Cardiovascular	HUVEC	17462	55/344	56/299	-0.394853	-0.0502002	0.853665
SRX4941323	TFs and others	XBP1	Prostate	LNCAP	6339	55/344	56/299	-0.394853	-0.0502002	0.853665
SRX5931544	TFs and others	GATA1	Blood	HUDEP-2	16441	55/344	56/299	-0.394853	-0.0502002	0.853665
SRX265414	TFs and others	KDM5B	Breast	MCF-7	27782	234/344	194/299	-0.394138	-0.0502002	1.0484
SRX1801654	TFs and others	CTCF	Digestive tract	COLO 829	37541	110/344	105/299	-0.394138	-0.0502002	0.910576
SRX186619	TFs and others	MXI1	Lung	IMR-90	11576	110/344	105/299	-0.394138	-0.0502002	0.910576
SRX3468053	TFs and others	SUZ12	Others	Fibroblasts	2227	34/344	23/299	-0.393433	-0.0502002	1.28488
SRX4193146	TFs and others	ESR1	Breast	MCF-7	4274	34/344	23/299	-0.393433	-0.0502002	1.28488
SRX8089635	TFs and others	FOXA1	Prostate	VCaP	15767	34/344	23/299	-0.393433	-0.0502002	1.28488
SRX7054670	TFs and others	RELA	Cardiovascular	HAEC	26005	111/344	106/299	-0.393415	-0.0502002	0.910185
SRX359946	TFs and others	NFYC	Digestive tract	LoVo	2134	33/344	23/299	-0.392902	-0.0502002	1.24709
SRX4193143	TFs and others	ESR1	Breast	MCF-7	5375	33/344	23/299	-0.392902	-0.0502002	1.24709
SRX470066	TFs and others	Epitope tags	Kidney	293	2658	33/344	23/299	-0.392902	-0.0502002	1.24709
SRX094469	TFs and others	TCF7L2	Digestive tract	HCT 116	15804	112/344	107/299	-0.392649	-0.0502002	0.909802
SRX160731	TFs and others	EZH2	Prostate	LNCAP	1106	23/344	15/299	-0.392052	-0.0502002	1.33275
SRX1629239	TFs and others	AR	Prostate	VCaP	10933	23/344	15/299	-0.392052	-0.0502002	1.33275
SRX359934	TFs and others	GMEB2	Digestive tract	LoVo	1423	23/344	15/299	-0.392052	-0.0502002	1.33275
SRX5287692	TFs and others	TEAD4	Breast	T-47D	5357	23/344	15/299	-0.392052	-0.0502002	1.33275
SRX5661983	TFs and others	CREB1	Kidney	Kidney Cortex	29137	231/344	191/299	-0.39184	-0.0502002	1.05121
SRX067495	TFs and others	CTCF	Epidermis	NHDF	37915	113/344	108/299	-0.39184	-0.0502002	0.909426
SRX8570933	TFs and others	HAP1	Blood	KBM-7	37739	113/344	108/299	-0.39184	-0.0502002	0.909426
SRX433191	TFs and others	AR	Kidney	293	34767	87/344	67/299	-0.391673	-0.0502002	1.12864
ERX1149092	TFs and others	CTCF	Blood	KU812	17386	56/344	57/299	-0.391395	-0.0502002	0.853937
ERX1149122	TFs and others	CTCF	Blood	KU812	17444	56/344	57/299	-0.391395	-0.0502002	0.853937
SRX1425809	TFs and others	CTCF	Blood	T cells	16833	56/344	57/299	-0.391395	-0.0502002	0.853937
SRX6853585	TFs and others	ARNT	Epidermis	SK-MEL-28	12829	124/344	98/299	-0.391235	-0.0502002	1.09979
SRX7544090	TFs and others	ESR1	Uterus	Ishikawa	17830	114/344	109/299	-0.390988	-0.0502002	0.909057
SRX7498502	TFs and others	CTCF	Uterus	Ca Ski	17898	40/344	42/299	-0.390377	-0.0502002	0.827796
SRX4367192	TFs and others	ESR1	Breast	MCF-7	54219	115/344	110/299	-0.390097	-0.0502002	0.908695
SRX9604649	TFs and others	FOXA1	Prostate	LNCAP	79369	115/344	110/299	-0.390097	-0.0502002	0.908695
SRX5824589	TFs and others	BRD2	Breast	SUM 159PT	6024	89/344	68/299	-0.389774	-0.0502002	1.13761
SRX5307507	TFs and others	MAX	Blood	P493-6	8622	126/344	100/299	-0.3885	-0.0502002	1.09517
SRX10333911	TFs and others	SUPT5H	Digestive tract	DLD-1	1161	15/344	9/299	-0.387168	-0.0502002	1.44864
SRX261274	TFs and others	ESR1	Breast	MCF-7	4733	15/344	9/299	-0.387168	-0.0502002	1.44864
SRX730426	TFs and others	ESR1	Breast	MCF-7	4723	15/344	9/299	-0.387168	-0.0502002	1.44864
SRX7981741	TFs and others	HDAC2	Prostate	Prostate cancer	1229	15/344	9/299	-0.387168	-0.0502002	1.44864
SRX9135101	TFs and others	AR	Prostate	VCaP	39394	57/344	57/299	-0.387083	-0.0502002	0.869186
SRX7396389	TFs and others	CTCF	Blood	BLaER1	30930	118/344	112/299	-0.386387	-0.0502002	0.91575
SRX627428	TFs and others	SPI1	Blood	Dendritic Cells	53273	130/344	103/299	-0.386138	-0.0502002	1.09703
SRX9317685	TFs and others	EP300	Blood	Fujioka	12598	130/344	103/299	-0.386138	-0.0502002	1.09703
SRX4708084	TFs and others	RBM25	Blood	K-562	38027	119/344	113/299	-0.385834	-0.0502002	0.915338
SRX9604645	TFs and others	FOXA1	Prostate	LNCAP	77814	119/344	113/299	-0.385834	-0.0502002	0.915338
DRX059615	TFs and others	KMT2B	Blood	HB1119	3762	28/344	30/299	-0.385726	-0.0502002	0.81124
SRX100553	TFs and others	ATF3	Blood	GM12878	2338	28/344	30/299	-0.385726	-0.0502002	0.81124
SRX4815184	TFs and others	EN1	Breast	MCF-7	9452	28/344	30/299	-0.385726	-0.0502002	0.81124
SRX1515006	TFs and others	GFP	Kidney	293	5587	35/344	24/299	-0.385539	-0.0502002	1.26756
SRX150425	TFs and others	ELK1	Blood	GM12878	3296	48/344	35/299	-0.385497	-0.0502002	1.19203
SRX1161205	TFs and others	FOXA1	Breast	T-47D	23052	41/344	43/299	-0.385423	-0.0502002	0.828759
SRX5501660	TFs and others	DDX21	Epidermis	A-375	6639	91/344	70/299	-0.385401	-0.0502002	1.12994
SRX9550867	TFs and others	FOXA1	Prostate	Prostate cancer	37082	91/344	70/299	-0.385401	-0.0502002	1.12994
SRX3583225	TFs and others	CTCF	Breast	MCF-7	24037	81/344	79/299	-0.385368	-0.0502002	0.891191
SRX10045346	TFs and others	BAP1	Blood	THP-1	4688	67/344	50/299	-0.384512	-0.0502002	1.16471
SRX265239	TFs and others	MYH11	Blood	U-937	8318	67/344	50/299	-0.384512	-0.0502002	1.16471
SRX1995010	TFs and others	HIF1A	Bone	U2OS	5606	58/344	58/299	-0.384425	-0.0502002	0.869186
SRX4001904	TFs and others	RAD21	Blood	THP-1	24703	58/344	58/299	-0.384425	-0.0502002	0.869186
SRX5286307	TFs and others	AR	Prostate	LNCAP	43005	222/344	183/299	-0.383923	-0.0502002	1.05442
SRX6614737	TFs and others	CTCF	Lung	IMR-90	36390	122/344	116/299	-0.383923	-0.0502002	0.914144
SRX1304576	TFs and others	JMJD1C	Blood	HL-60	26252	82/344	80/299	-0.383744	-0.0502002	0.890916
SRX2458135	TFs and others	SMC1A	Blood	GM12878	30224	82/344	80/299	-0.383744	-0.0502002	0.890916
SRX8080566	TFs and others	POU2F1	Breast	Mammary gland ductal carcinoma	9424	92/344	71/299	-0.383184	-0.0502002	1.12627
SRX016980	TFs and others	TP53	Bone	Saos-2	7324	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX10484572	TFs and others	KMT2A	Others	Acute lymphoid leukemia	1939	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX176867	TFs and others	GATA3	Breast	MCF-7	7801	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX186683	TFs and others	EZH2	Liver	Hep G2	986	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX306507	TFs and others	AR	Prostate	DU 145	4198	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX6902862	TFs and others	GATA1	Blood	CD34+	2993	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX8588598	TFs and others	PAX8	Gonad	KURAMOCHI	6169	11/344	14/299	-0.382731	-0.0502002	0.682932
SRX5294342	TFs and others	DPF2	Kidney	TTC1240	17665	59/344	59/299	-0.381746	-0.0502002	0.869186
SRX5574343	TFs and others	SPI1	Blood	Monocytes	37489	136/344	108/299	-0.381648	-0.0502002	1.09453
SRX1515041	TFs and others	GFP	Kidney	293	5675	68/344	51/299	-0.381091	-0.0502002	1.15891
SRX3345951	TFs and others	CPSF3L	Blood	HL-60	6245	93/344	72/299	-0.380947	-0.0502002	1.1227
SRX5577144	TFs and others	Epitope tags	Prostate	LNCAP	56025	93/344	72/299	-0.380947	-0.0502002	1.1227
SRX6913100	TFs and others	BRD4	Blood	CD4+ T cells	7558	93/344	72/299	-0.380947	-0.0502002	1.1227
SRX701973	TFs and others	FOXA1	Pluripotent stem cell	hESC derived mesendodermal cells	29452	50/344	36/299	-0.380549	-0.0502002	1.2072
SRX8841625	TFs and others	RAD21	Blood	Lymphoblasts	22134	84/344	82/299	-0.380391	-0.0502002	0.890386
SRX1478544	TFs and others	SIX2	Kidney	Kidney Cortex	26555	49/344	36/299	-0.379744	-0.0502002	1.18306
SRX5333220	TFs and others	CTCF	Blood	697	51380	127/344	120/299	-0.379735	-0.0502002	0.919889
SRX150359	TFs and others	RELA	Blood	GM19193	7727	29/344	31/299	-0.379418	-0.0502002	0.81311
SRX064493	TFs and others	FOXH1	Pluripotent stem cell	hESC derived mesendodermal cells	14498	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX150730	TFs and others	IRF3	Blood	GM12878	1227	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX3068920	TFs and others	AR	Prostate	22Rv1	2294	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX3472376	TFs and others	TP53BP1	Pluripotent stem cell	hESC derived neural cells	1179	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX5089785	TFs and others	SATB1	Breast	MCF 10A	18651	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX6909699	TFs and others	EP300	Blood	697	9972	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX818637	TFs and others	PIAS1	Kidney	293	8211	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX8512860	TFs and others	SMARCC1	Digestive tract	HCT 116	1944	24/344	16/299	-0.37894	-0.0502002	1.30378
SRX4417526	TFs and others	CTCF	Pluripotent stem cell	hESC derived neural cells	52210	215/344	177/299	-0.378807	-0.0502002	1.05579
SRX2194282	TFs and others	BRD4	Breast	SUM 159PT	23176	129/344	122/299	-0.378807	-0.0502002	0.919057
SRX4708090	TFs and others	GTF2F1	Blood	K-562	7441	94/344	73/299	-0.378693	-0.0502002	1.11923
ERX1149049	TFs and others	CTCF	Blood	HEL 92.1.7	26689	85/344	83/299	-0.378666	-0.0502002	0.89013
SRX4792901	TFs and others	CTCF	Breast	T-47D	19785	130/344	123/299	-0.378281	-0.0502002	0.918652
SRX4937338	TFs and others	MED1	Digestive tract	HCT 116	9134	130/344	123/299	-0.378281	-0.0502002	0.918652
SRX5141098	TFs and others	SPI1	Blood	THP-1	63061	140/344	112/299	-0.378081	-0.0502002	1.08648
SRX347426	TFs and others	STAT3	Blood	SU-DHL-2	4070	36/344	25/299	-0.377942	-0.0502002	1.25163
SRX6780868	TFs and others	CREB1	Pluripotent stem cell	iPS derived neural cells	2500	36/344	25/299	-0.377942	-0.0502002	1.25163
SRX6896406	TFs and others	FOXA1	Breast	T-47D	12235	36/344	25/299	-0.377942	-0.0502002	1.25163
SRX2545049	TFs and others	FOXA1	Prostate	LNCAP	24519	19/344	22/299	-0.377937	-0.0502002	0.750661
SRX2574236	TFs and others	GATA2	Blood	SKH1	7571	19/344	22/299	-0.377937	-0.0502002	0.750661
SRX3098198	TFs and others	CEBPA	Blood	Kasumi-1	6492	19/344	22/299	-0.377937	-0.0502002	0.750661
SRX3292076	TFs and others	TFAP2A	Pluripotent stem cell	hESC derived trophoblast cells	8057	19/344	22/299	-0.377937	-0.0502002	0.750661
